HSCode,Commodity,value,country,year
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.4,HUNGARY,2022
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",3.59,HUNGARY,2022
96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.05,HUNGARY,2022
98,PROJECT GOODS; SOME SPECIAL USES.,0.02,HUNGARY,2022
99,MISCELLANEOUS GOODS.,0.0,HUNGARY,2022
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",,ICELAND,2022
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.81,ICELAND,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",,ICELAND,2022
29,ORGANIC CHEMICALS,0.06,ICELAND,2022
30,PHARMACEUTICAL PRODUCTS,0.05,ICELAND,2022
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",2.09,ICELAND,2022
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.0,ICELAND,2022
39,PLASTIC AND ARTICLES THEREOF.,0.02,ICELAND,2022
40,RUBBER AND ARTICLES THEREOF.,,ICELAND,2022
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.09,ICELAND,2022
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,1.08,ICELAND,2022
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,,ICELAND,2022
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",,ICELAND,2022
74,COPPER AND ARTICLES THEREOF.,,ICELAND,2022
76,ALUMINIUM AND ARTICLES THEREOF.,0.09,ICELAND,2022
83,MISCELLANEOUS ARTICLES OF BASE METAL.,,ICELAND,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.03,ICELAND,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.01,ICELAND,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.61,ICELAND,2022
98,PROJECT GOODS; SOME SPECIAL USES.,0.0,ICELAND,2022
01,LIVE ANIMALS.,,INDONESIA,2022
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1.34,INDONESIA,2022
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.66,INDONESIA,2022
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.58,INDONESIA,2022
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.02,INDONESIA,2022
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.15,INDONESIA,2022
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,60.49,INDONESIA,2022
09,"COFFEE, TEA, MATE AND SPICES.",138.54,INDONESIA,2022
10,CEREALS.,0.0,INDONESIA,2022
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.95,INDONESIA,2022
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",17.14,INDONESIA,2022
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",30.52,INDONESIA,2022
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,7.6,INDONESIA,2022
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,5668.71,INDONESIA,2022
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.06,INDONESIA,2022
17,SUGARS AND SUGAR CONFECTIONERY.,2.26,INDONESIA,2022
18,COCOA AND COCOA PREPARATIONS.,223.06,INDONESIA,2022
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",27.78,INDONESIA,2022
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.11,INDONESIA,2022
21,MISCELLANEOUS EDIBLE PREPARATIONS.,4.08,INDONESIA,2022
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.12,INDONESIA,2022
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,16.58,INDONESIA,2022
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,6.63,INDONESIA,2022
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",1.63,INDONESIA,2022
26,"ORES, SLAG AND ASH.",969.12,INDONESIA,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",14775.51,INDONESIA,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",716.74,INDONESIA,2022
29,ORGANIC CHEMICALS,242.19,INDONESIA,2022
30,PHARMACEUTICAL PRODUCTS,85.85,INDONESIA,2022
31,FERTILISERS.,140.84,INDONESIA,2022
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",60.07,INDONESIA,2022
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",56.04,INDONESIA,2022
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",197.15,INDONESIA,2022
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,3.01,INDONESIA,2022
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.13,INDONESIA,2022
38,MISCELLANEOUS CHEMICAL PRODUCTS.,689.92,INDONESIA,2022
39,PLASTIC AND ARTICLES THEREOF.,187.95,INDONESIA,2022
40,RUBBER AND ARTICLES THEREOF.,231.98,INDONESIA,2022
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,6.87,INDONESIA,2022
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",2.11,INDONESIA,2022
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.02,INDONESIA,2022
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,160.75,INDONESIA,2022
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",1.11,INDONESIA,2022
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,234.31,INDONESIA,2022
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",225.27,INDONESIA,2022
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.15,INDONESIA,2022
50,SILK,0.01,INDONESIA,2022
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.01,INDONESIA,2022
52,COTTON.,3.0,INDONESIA,2022
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.03,INDONESIA,2022
54,MAN-MADE FILAMENTS.,65.24,INDONESIA,2022
55,MAN-MADE STAPLE FIBRES.,160.33,INDONESIA,2022
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",5.77,INDONESIA,2022
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,5.39,INDONESIA,2022
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.34,INDONESIA,2022
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",29.16,INDONESIA,2022
60,KNITTED OR CROCHETED FABRICS.,3.39,INDONESIA,2022
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",18.5,INDONESIA,2022
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",11.36,INDONESIA,2022
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.96,INDONESIA,2022
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",63.15,INDONESIA,2022
65,HEADGEAR AND PARTS THEREOF.,0.66,INDONESIA,2022
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.02,INDONESIA,2022
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,1.13,INDONESIA,2022
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",2.15,INDONESIA,2022
69,CERAMIC PRODUCTS.,36.46,INDONESIA,2022
70,GLASS AND GLASSWARE.,38.6,INDONESIA,2022
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",105.47,INDONESIA,2022
72,IRON AND STEEL,1598.14,INDONESIA,2022
73,ARTICLES OF IRON OR STEEL,50.07,INDONESIA,2022
74,COPPER AND ARTICLES THEREOF.,5.66,INDONESIA,2022
75,NICKEL AND ARTICLES THEREOF.,0.64,INDONESIA,2022
76,ALUMINIUM AND ARTICLES THEREOF.,52.37,INDONESIA,2022
78,LEAD AND ARTICLES THEREOF.,2.32,INDONESIA,2022
79,ZINC AND ARTICLES THEREOF.,12.74,INDONESIA,2022
80,TIN AND ARTICLES THEREOF.,287.33,INDONESIA,2022
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,4.98,INDONESIA,2022
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",7.14,INDONESIA,2022
83,MISCELLANEOUS ARTICLES OF BASE METAL.,2.32,INDONESIA,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",241.92,INDONESIA,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",225.98,INDONESIA,2022
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",2.6,INDONESIA,2022
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",89.55,INDONESIA,2022
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,INDONESIA,2022
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",376.01,INDONESIA,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",42.02,INDONESIA,2022
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.0,INDONESIA,2022
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,4.47,INDONESIA,2022
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",12.8,INDONESIA,2022
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",3.02,INDONESIA,2022
96,MISCELLANEOUS MANUFACTURED ARTICLES.,49.63,INDONESIA,2022
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.03,INDONESIA,2022
98,PROJECT GOODS; SOME SPECIAL USES.,0.31,INDONESIA,2022
99,MISCELLANEOUS GOODS.,0.0,INDONESIA,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",,INSTALLATIONS IN INTERNATIONAL WATERS   ,2022
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.05,IRAN,2022
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",,IRAN,2022
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.33,IRAN,2022
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.59,IRAN,2022
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,132.18,IRAN,2022
09,"COFFEE, TEA, MATE AND SPICES.",4.11,IRAN,2022
10,CEREALS.,,IRAN,2022
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,3.01,IRAN,2022
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2.92,IRAN,2022
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",5.02,IRAN,2022
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,,IRAN,2022
17,SUGARS AND SUGAR CONFECTIONERY.,0.03,IRAN,2022
18,COCOA AND COCOA PREPARATIONS.,0.05,IRAN,2022
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.0,IRAN,2022
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.79,IRAN,2022
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.0,IRAN,2022
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.07,IRAN,2022
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.18,IRAN,2022
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",20.11,IRAN,2022
26,"ORES, SLAG AND ASH.",,IRAN,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",198.93,IRAN,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2.52,IRAN,2022
29,ORGANIC CHEMICALS,229.34,IRAN,2022
30,PHARMACEUTICAL PRODUCTS,0.03,IRAN,2022
31,FERTILISERS.,3.42,IRAN,2022
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.01,IRAN,2022
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",,IRAN,2022
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.0,IRAN,2022
38,MISCELLANEOUS CHEMICAL PRODUCTS.,47.79,IRAN,2022
39,PLASTIC AND ARTICLES THEREOF.,5.36,IRAN,2022
40,RUBBER AND ARTICLES THEREOF.,0.33,IRAN,2022
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,2.13,IRAN,2022
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",,IRAN,2022
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.39,IRAN,2022
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.2,IRAN,2022
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.0,IRAN,2022
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.01,IRAN,2022
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",1.11,IRAN,2022
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.03,IRAN,2022
54,MAN-MADE FILAMENTS.,,IRAN,2022
55,MAN-MADE STAPLE FIBRES.,,IRAN,2022
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.39,IRAN,2022
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.03,IRAN,2022
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",,IRAN,2022
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,,IRAN,2022
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.0,IRAN,2022
69,CERAMIC PRODUCTS.,0.29,IRAN,2022
70,GLASS AND GLASSWARE.,1.56,IRAN,2022
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.14,IRAN,2022
73,ARTICLES OF IRON OR STEEL,0.27,IRAN,2022
74,COPPER AND ARTICLES THEREOF.,,IRAN,2022
76,ALUMINIUM AND ARTICLES THEREOF.,0.36,IRAN,2022
80,TIN AND ARTICLES THEREOF.,,IRAN,2022
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.0,IRAN,2022
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.0,IRAN,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2.02,IRAN,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",4.91,IRAN,2022
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.01,IRAN,2022
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",0.66,IRAN,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.2,IRAN,2022
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.0,IRAN,2022
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.01,IRAN,2022
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.01,IRAN,2022
98,PROJECT GOODS; SOME SPECIAL USES.,0.0,IRAN,2022
99,MISCELLANEOUS GOODS.,0.18,IRAN,2022
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,79.47,IRAQ,2022
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",3.98,IRAQ,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",34278.85,IRAQ,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1.1,IRAQ,2022
29,ORGANIC CHEMICALS,13.92,IRAQ,2022
30,PHARMACEUTICAL PRODUCTS,0.47,IRAQ,2022
38,MISCELLANEOUS CHEMICAL PRODUCTS.,3.15,IRAQ,2022
40,RUBBER AND ARTICLES THEREOF.,0.0,IRAQ,2022
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,2.86,IRAQ,2022
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.96,IRAQ,2022
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.24,IRAQ,2022
70,GLASS AND GLASSWARE.,0.0,IRAQ,2022
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",,IRAQ,2022
73,ARTICLES OF IRON OR STEEL,0.0,IRAQ,2022
76,ALUMINIUM AND ARTICLES THEREOF.,0.24,IRAQ,2022
83,MISCELLANEOUS ARTICLES OF BASE METAL.,,IRAQ,2022
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.01,IRAQ,2022
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.07,IRAQ,2022
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",,IRAQ,2022
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.07,IRAQ,2022
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.05,IRAQ,2022
98,PROJECT GOODS; SOME SPECIAL USES.,0.06,IRAQ,2022
99,MISCELLANEOUS GOODS.,,IRAQ,2022
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.19,IRELAND,2022
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.14,IRELAND,2022
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",,IRELAND,2022
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.02,IRELAND,2022
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.05,IRELAND,2022
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",,IRELAND,2022
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.0,IRELAND,2022
17,SUGARS AND SUGAR CONFECTIONERY.,0.03,IRELAND,2022
18,COCOA AND COCOA PREPARATIONS.,0.71,IRELAND,2022
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",,IRELAND,2022
21,MISCELLANEOUS EDIBLE PREPARATIONS.,20.12,IRELAND,2022
22,"BEVERAGES, SPIRITS AND VINEGAR.",18.74,IRELAND,2022
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,2.73,IRELAND,2022
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",1.33,IRELAND,2022
26,"ORES, SLAG AND ASH.",,IRELAND,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",,IRELAND,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.58,IRELAND,2022
29,ORGANIC CHEMICALS,4.35,IRELAND,2022
30,PHARMACEUTICAL PRODUCTS,25.67,IRELAND,2022
31,FERTILISERS.,0.44,IRELAND,2022
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.34,IRELAND,2022
