HSCode,Commodity,value,country,year
26,"ORES, SLAG AND ASH.",27.88,GUINEA,2023
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.0,GUINEA,2023
38,MISCELLANEOUS CHEMICAL PRODUCTS.,,GUINEA,2023
39,PLASTIC AND ARTICLES THEREOF.,,GUINEA,2023
40,RUBBER AND ARTICLES THEREOF.,,GUINEA,2023
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.18,GUINEA,2023
52,COTTON.,,GUINEA,2023
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",105.39,GUINEA,2023
72,IRON AND STEEL,14.28,GUINEA,2023
73,ARTICLES OF IRON OR STEEL,,GUINEA,2023
74,COPPER AND ARTICLES THEREOF.,1.27,GUINEA,2023
75,NICKEL AND ARTICLES THEREOF.,,GUINEA,2023
76,ALUMINIUM AND ARTICLES THEREOF.,2.2,GUINEA,2023
78,LEAD AND ARTICLES THEREOF.,0.46,GUINEA,2023
79,ZINC AND ARTICLES THEREOF.,,GUINEA,2023
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.0,GUINEA,2023
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1.39,GUINEA,2023
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",,GUINEA,2023
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",,GUINEA,2023
99,MISCELLANEOUS GOODS.,,GUINEA,2023
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.07,GUINEA BISSAU,2023
40,RUBBER AND ARTICLES THEREOF.,,GUINEA BISSAU,2023
76,ALUMINIUM AND ARTICLES THEREOF.,0.12,GUINEA BISSAU,2023
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.06,GUINEA BISSAU,2023
26,"ORES, SLAG AND ASH.",,GUYANA,2023
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.03,GUYANA,2023
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.29,GUYANA,2023
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",,GUYANA,2023
72,IRON AND STEEL,0.09,GUYANA,2023
74,COPPER AND ARTICLES THEREOF.,,GUYANA,2023
76,ALUMINIUM AND ARTICLES THEREOF.,0.04,GUYANA,2023
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",,GUYANA,2023
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",,GUYANA,2023
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",,GUYANA,2023
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",,HAITI,2023
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.5,HAITI,2023
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,,HAITI,2023
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.01,HAITI,2023
72,IRON AND STEEL,0.07,HAITI,2023
76,ALUMINIUM AND ARTICLES THEREOF.,0.13,HAITI,2023
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",,HAITI,2023
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1.95,HAITI,2023
09,"COFFEE, TEA, MATE AND SPICES.",,HONDURAS,2023
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,,HONDURAS,2023
26,"ORES, SLAG AND ASH.",,HONDURAS,2023
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",,HONDURAS,2023
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.04,HONDURAS,2023
39,PLASTIC AND ARTICLES THEREOF.,0.04,HONDURAS,2023
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.01,HONDURAS,2023
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.16,HONDURAS,2023
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",,HONDURAS,2023
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.1,HONDURAS,2023
72,IRON AND STEEL,2.94,HONDURAS,2023
73,ARTICLES OF IRON OR STEEL,,HONDURAS,2023
74,COPPER AND ARTICLES THEREOF.,,HONDURAS,2023
76,ALUMINIUM AND ARTICLES THEREOF.,0.93,HONDURAS,2023
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",,HONDURAS,2023
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.0,HONDURAS,2023
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",,HONDURAS,2023
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.03,HONDURAS,2023
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",,HONDURAS,2023
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",,HONG KONG,2023
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.0,HONG KONG,2023
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.0,HONG KONG,2023
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,,HONG KONG,2023
09,"COFFEE, TEA, MATE AND SPICES.",,HONG KONG,2023
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,,HONG KONG,2023
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",,HONG KONG,2023
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",,HONG KONG,2023
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,,HONG KONG,2023
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,,HONG KONG,2023
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,HONG KONG,2023
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",,HONG KONG,2023
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.0,HONG KONG,2023
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.17,HONG KONG,2023
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.07,HONG KONG,2023
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.58,HONG KONG,2023
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.02,HONG KONG,2023
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",2.19,HONG KONG,2023
26,"ORES, SLAG AND ASH.",4.57,HONG KONG,2023
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",3.85,HONG KONG,2023
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",4.78,HONG KONG,2023
29,ORGANIC CHEMICALS,112.96,HONG KONG,2023
30,PHARMACEUTICAL PRODUCTS,2.38,HONG KONG,2023
31,FERTILISERS.,0.28,HONG KONG,2023
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",2.48,HONG KONG,2023
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",46.98,HONG KONG,2023
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.45,HONG KONG,2023
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,3.24,HONG KONG,2023
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,,HONG KONG,2023
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.05,HONG KONG,2023
38,MISCELLANEOUS CHEMICAL PRODUCTS.,10.07,HONG KONG,2023
39,PLASTIC AND ARTICLES THEREOF.,44.07,HONG KONG,2023
40,RUBBER AND ARTICLES THEREOF.,3.25,HONG KONG,2023
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,1.15,HONG KONG,2023
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",1.86,HONG KONG,2023
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.01,HONG KONG,2023
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.63,HONG KONG,2023
45,CORK AND ARTICLES OF CORK.,0.0,HONG KONG,2023
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.0,HONG KONG,2023
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,0.13,HONG KONG,2023
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",5.53,HONG KONG,2023
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",2.09,HONG KONG,2023
50,SILK,,HONG KONG,2023
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.0,HONG KONG,2023
52,COTTON.,0.47,HONG KONG,2023
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.37,HONG KONG,2023
54,MAN-MADE FILAMENTS.,1.55,HONG KONG,2023
55,MAN-MADE STAPLE FIBRES.,0.5,HONG KONG,2023
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.52,HONG KONG,2023
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.16,HONG KONG,2023
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,3.65,HONG KONG,2023
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",1.0,HONG KONG,2023
60,KNITTED OR CROCHETED FABRICS.,2.3,HONG KONG,2023
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",1.54,HONG KONG,2023
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",1.91,HONG KONG,2023
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.35,HONG KONG,2023
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2.29,HONG KONG,2023
65,HEADGEAR AND PARTS THEREOF.,0.04,HONG KONG,2023
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.1,HONG KONG,2023
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.05,HONG KONG,2023
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.23,HONG KONG,2023
69,CERAMIC PRODUCTS.,0.26,HONG KONG,2023
70,GLASS AND GLASSWARE.,3.49,HONG KONG,2023
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",425.79,HONG KONG,2023
72,IRON AND STEEL,50.37,HONG KONG,2023
73,ARTICLES OF IRON OR STEEL,6.36,HONG KONG,2023
74,COPPER AND ARTICLES THEREOF.,7.18,HONG KONG,2023
75,NICKEL AND ARTICLES THEREOF.,0.52,HONG KONG,2023
76,ALUMINIUM AND ARTICLES THEREOF.,13.33,HONG KONG,2023
78,LEAD AND ARTICLES THEREOF.,0.21,HONG KONG,2023
79,ZINC AND ARTICLES THEREOF.,0.07,HONG KONG,2023
80,TIN AND ARTICLES THEREOF.,0.02,HONG KONG,2023
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,1.54,HONG KONG,2023
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.7,HONG KONG,2023
83,MISCELLANEOUS ARTICLES OF BASE METAL.,7.06,HONG KONG,2023
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",204.61,HONG KONG,2023
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1345.12,HONG KONG,2023
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.3,HONG KONG,2023
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",6.38,HONG KONG,2023
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",9.4,HONG KONG,2023
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",,HONG KONG,2023
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",47.64,HONG KONG,2023
91,CLOCKS AND WATCHES AND PARTS THEREOF.,23.64,HONG KONG,2023
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.39,HONG KONG,2023
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",3.01,HONG KONG,2023
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",1.47,HONG KONG,2023
96,MISCELLANEOUS MANUFACTURED ARTICLES.,7.72,HONG KONG,2023
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.27,HONG KONG,2023
98,PROJECT GOODS; SOME SPECIAL USES.,0.82,HONG KONG,2023
99,MISCELLANEOUS GOODS.,0.0,HONG KONG,2023
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,,HUNGARY,2023
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,,HUNGARY,2023
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.02,HUNGARY,2023
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.0,HUNGARY,2023
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,,HUNGARY,2023
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,HUNGARY,2023
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",,HUNGARY,2023
21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.01,HUNGARY,2023
22,"BEVERAGES, SPIRITS AND VINEGAR.",1.88,HUNGARY,2023
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.28,HUNGARY,2023
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",,HUNGARY,2023
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.01,HUNGARY,2023
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",0.02,HUNGARY,2023
29,ORGANIC CHEMICALS,10.39,HUNGARY,2023
30,PHARMACEUTICAL PRODUCTS,0.48,HUNGARY,2023
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.33,HUNGARY,2023
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.05,HUNGARY,2023
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.01,HUNGARY,2023
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.0,HUNGARY,2023
38,MISCELLANEOUS CHEMICAL PRODUCTS.,0.49,HUNGARY,2023
39,PLASTIC AND ARTICLES THEREOF.,0.55,HUNGARY,2023
40,RUBBER AND ARTICLES THEREOF.,0.56,HUNGARY,2023
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.62,HUNGARY,2023
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.0,HUNGARY,2023
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.02,HUNGARY,2023
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.04,HUNGARY,2023
45,CORK AND ARTICLES OF CORK.,,HUNGARY,2023
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,,HUNGARY,2023
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.55,HUNGARY,2023
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.26,HUNGARY,2023
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",,HUNGARY,2023
52,COTTON.,,HUNGARY,2023
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,,HUNGARY,2023
54,MAN-MADE FILAMENTS.,0.04,HUNGARY,2023
55,MAN-MADE STAPLE FIBRES.,0.13,HUNGARY,2023
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.04,HUNGARY,2023
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.04,HUNGARY,2023
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.19,HUNGARY,2023
60,KNITTED OR CROCHETED FABRICS.,,HUNGARY,2023
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",,HUNGARY,2023
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",,HUNGARY,2023
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.12,HUNGARY,2023
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.0,HUNGARY,2023
65,HEADGEAR AND PARTS THEREOF.,,HUNGARY,2023
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.0,HUNGARY,2023
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.07,HUNGARY,2023
69,CERAMIC PRODUCTS.,3.0,HUNGARY,2023
70,GLASS AND GLASSWARE.,0.39,HUNGARY,2023
72,IRON AND STEEL,0.02,HUNGARY,2023
73,ARTICLES OF IRON OR STEEL,0.98,HUNGARY,2023
74,COPPER AND ARTICLES THEREOF.,0.13,HUNGARY,2023
75,NICKEL AND ARTICLES THEREOF.,,HUNGARY,2023
76,ALUMINIUM AND ARTICLES THEREOF.,0.1,HUNGARY,2023
79,ZINC AND ARTICLES THEREOF.,0.0,HUNGARY,2023
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,,HUNGARY,2023
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.02,HUNGARY,2023
83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.07,HUNGARY,2023
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",8.17,HUNGARY,2023
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",9.96,HUNGARY,2023
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",3.66,HUNGARY,2023
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",1.79,HUNGARY,2023
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,HUNGARY,2023
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",0.02,HUNGARY,2023
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",5.75,HUNGARY,2023
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.0,HUNGARY,2023
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.01,HUNGARY,2023
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.93,HUNGARY,2023
96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.01,HUNGARY,2023
98,PROJECT GOODS; SOME SPECIAL USES.,0.0,HUNGARY,2023
99,MISCELLANEOUS GOODS.,,HUNGARY,2023
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.38,ICELAND,2023
29,ORGANIC CHEMICALS,,ICELAND,2023
30,PHARMACEUTICAL PRODUCTS,,ICELAND,2023
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.41,ICELAND,2023
38,MISCELLANEOUS CHEMICAL PRODUCTS.,,ICELAND,2023
39,PLASTIC AND ARTICLES THEREOF.,,ICELAND,2023
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,,ICELAND,2023
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,,ICELAND,2023
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.07,ICELAND,2023
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,,ICELAND,2023
76,ALUMINIUM AND ARTICLES THEREOF.,,ICELAND,2023
83,MISCELLANEOUS ARTICLES OF BASE METAL.,,ICELAND,2023
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",,ICELAND,2023
